"Fecha","Archivo","Directorio","Linea","TextoOriginal","TextoCorregido","Modo"
"2026-08-08 22:47:48","alumnosUtils.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\alumnos\utils","115","Ã¡","á","APLICADO"
"2026-08-08 22:47:48","alumnosUtils.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\alumnos\utils","129","Ãº","ú","APLICADO"
"2026-08-08 22:47:55","academicAdminApi.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\academic-admin\api","46","Ã©","é","APLICADO"
"2026-08-08 22:47:55","academicAdminApi.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\academic-admin\api","60","Ã­","í","APLICADO"
"2026-08-08 22:47:55","academicAdminApi.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\academic-admin\api","78","Ã¡","á","APLICADO"
"2026-08-08 22:47:55","academicAdminApi.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\academic-admin\api","78","Ã¡","á","APLICADO"
"2026-08-08 22:47:55","academicAdminApi.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\academic-admin\api","78","Ã³","ó","APLICADO"
"2026-08-08 22:47:55","academicAdminApi.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\academic-admin\api","147","Ã¡","á","APLICADO"
"2026-08-08 22:47:56","academicAdminApi.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\academic-admin\api","147","Ã©","é","APLICADO"
"2026-08-08 22:47:56","academicAdminApi.js","C:\Users\omare\OneDrive\Documentos\SOI_Sistema_Operativo_Institucional\09_SOI_WEB_PORTAL\sistema-academico-pwa\.claude\worktrees\great-curran-6f9678\src\modules\academic-admin\api","228","Ã³","ó","APLICADO"
